,Education,NumSkills,WorkExperience,Seniority,Specialty,Workerness
3345,Masters,1,"['Senior', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Senior']","[0.23172532617798566, 0.25574740989193556, 0.20303301750458097, 0.22881731433258606, 0.1701447010294762, 0.20372405588092252, 0.2288637294698396]","[0.21591785747183437, 0.22868492495994314, 0.20469157203494986, 0.2120498241282386, 0.1724865820461865, 0.2587070237192236, 0.2127378212557568]","[0.21142319223925066, 0.18931654200547507, 0.1953363862916248, 0.1953941381053602, 0.16676284533302738, 0.1914239736049533, 0.17915474921005553]"
3346,Masters,5,"['Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior']","[0.22746392795289846, 0.22935917281931542, 0.21555728296437965, 0.1639341962481215, 0.2063372146596221, 0.22261653854869376, 0.22270011201109927]","[0.2408556711752161, 0.25396652666860087, 0.27033677099379805, 0.1641361740330771, 0.2702982294908067, 0.21133653137059444, 0.21099103081259932]","[0.1942946942088665, 0.20133733939484713, 0.19479431755844615, 0.16078936210740735, 0.1907695520873525, 0.17901368712716306, 0.19583241799030182]"
3347,Bachelors,11,"['Specialist', 'Senior', 'Senior', 'Specialist', 'Senior']","[0.21466311961083523, 0.23576190501727512, 0.23582517418837873, 0.21163223133662262, 0.2084410785720885]","[0.2673367428816059, 0.21100283924590224, 0.21761637884109122, 0.24814666772894206, 0.18983623552475562]","[0.19686339711286396, 0.19878717912119498, 0.19871295170831976, 0.19355891344981552, 0.19326519692145086]"
3348,None/Other,2,"['Senior', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Junior']","[0.20391390037535442, 0.20796009257089215, 0.2167218346748967, 0.23200095485907146, 0.22308586340336448, 0.23363505847111263]","[0.17809578224923867, 0.2456109985771471, 0.264526922617207, 0.2154655993473037, 0.19824540854124392, 0.21453206890561743]","[0.17511122897449954, 0.1790057013321502, 0.19012285710073204, 0.18835845799734557, 0.1717510271547617, 0.17788640556586768]"
3349,Bachelors,7,"['Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Senior', 'Worker']","[0.19248483259473273, 0.20040202860489012, 0.22184750692146107, 0.21827766180250607, 0.22385565784028155, 0.18984435261787982, 0.2010692403706032, 0.22322377509611113, 0.23308385264940124, 0.21958989163935771, 0.21725208540287494, 0.23396820594919698, 0.20762115557246258]","[0.17884709512670918, 0.22683126160352102, 0.2543629976592694, 0.25071436747286435, 0.23570600918922818, 0.23846249164015576, 0.18170017765271151, 0.20455569157755818, 0.2100773711915369, 0.23370323435397425, 0.19190215025451915, 0.21504816065106636, 0.20993620188869425]","[0.17832169279331164, 0.19990395939748545, 0.21089014192056238, 0.20291634650758855, 0.1834045312324469, 0.20786159707284993, 0.16400023024165183, 0.2018873824970609, 0.18603043283216533, 0.1963429700927181, 0.1741170188040255, 0.2170750059117884, 0.21200166847402235]"
3350,Bachelors,4,"['Specialist', 'Senior', 'Senior', 'Senior', 'Senior', 'Specialist']","[0.20580936290378443, 0.22804096624190617, 0.23885726185719547, 0.22590197955512784, 0.2066513305522416, 0.22119605160723207]","[0.23038990280485455, 0.2081632831778804, 0.22389217464668082, 0.22148650303909967, 0.1919260501278765, 0.23984798937609203]","[0.1890275330290529, 0.18538244124298686, 0.18612304070630484, 0.18163257241310796, 0.16857566724235035, 0.20032166829438386]"
3351,Masters,5,"['Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior']","[0.22746392795289846, 0.22935917281931542, 0.21555728296437965, 0.1639341962481215, 0.2063372146596221, 0.22261653854869376, 0.22270011201109927]","[0.2408556711752161, 0.25396652666860087, 0.27033677099379805, 0.1641361740330771, 0.2702982294908067, 0.21133653137059444, 0.21099103081259932]","[0.1942946942088665, 0.20133733939484713, 0.19479431755844615, 0.16078936210740735, 0.1907695520873525, 0.17901368712716306, 0.19583241799030182]"
3352,Masters,7,['Specialist'],[0.2229698135807283],[0.22362692814869292],[0.20591538178781363]
3353,Masters,9,"['Senior', 'Junior', 'Worker', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","[0.2193691349454744, 0.20622364651677166, 0.19861895065691582, 0.22578890540642396, 0.19477812047439796, 0.20041408603123442, 0.20533529358956765, 0.19477812047439796, 0.19477812047439796]","[0.19128243490708963, 0.21676222901877584, 0.19045076931414817, 0.2152293416494104, 0.20509554423866158, 0.22198559511689506, 0.22446762754110391, 0.20509554423866158, 0.20509554423866158]","[0.19716658516452198, 0.18779502355582284, 0.2031555676188477, 0.1953817009870878, 0.17744854159065213, 0.1859075397264933, 0.1864819680745649, 0.17744854159065213, 0.17744854159065213]"
3354,Certificate,5,"['Specialist', 'Specialist', 'Senior', 'Worker', 'Senior', 'Senior', 'Worker', 'Specialist']","[0.20411043578444102, 0.2102889527722736, 0.19920227992451975, 0.1933243471072904, 0.22345294014725325, 0.23363175127870883, 0.22670969941557303, 0.22322768897155626]","[0.2446338189549535, 0.24111380747926037, 0.18566183938961273, 0.18592365536544084, 0.21908367203406962, 0.21359582876290548, 0.2291821191751114, 0.2242373504856666]","[0.19425965225960481, 0.2011145946435, 0.19713689026762454, 0.2026320796095188, 0.2110932708106229, 0.20053965317021788, 0.23457386794742008, 0.2231060446626152]"
3355,Bachelors,5,"['Specialist', 'Senior', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Worker', 'Specialist', 'Junior', 'Senior', 'Junior']","[0.19617623545628993, 0.19313356271892848, 0.19313356271892848, 0.21525153290481683, 0.21081574120023738, 0.21081150181653, 0.19180257631172115, 0.2084411518631104, 0.18887594324209886, 0.22494299043522534, 0.21336571690633496]","[0.21312971761311578, 0.19194464426271493, 0.19194464426271493, 0.2620023413570367, 0.18299522286949418, 0.2412130144659979, 0.18810021881504824, 0.2608896883570615, 0.17715110599054978, 0.19839520049116424, 0.19554319126389313]","[0.17868038764332725, 0.17727000353924502, 0.17727000353924502, 0.2044323137809579, 0.1759140274500874, 0.19231539833309064, 0.19513262019352925, 0.1874103344516304, 0.17542164771475405, 0.19391829740148428, 0.18285171823738486]"
3356,Doctorate,5,"['Specialist', 'Senior', 'Specialist', 'Worker', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Senior', 'Senior']","[0.2222448340293986, 0.21824227528197185, 0.20070821860889734, 0.1968861445142064, 0.21923393547206474, 0.19479671528870623, 0.22067022082276258, 0.21935029979644247, 0.21760753356280885, 0.22008059682245712, 0.23067850806604978, 0.23200693466000194]","[0.2238092817622527, 0.21796957288209773, 0.2047620010130239, 0.20370072447578702, 0.23090034745678684, 0.20552962635874775, 0.24745694070208926, 0.23662665310423311, 0.211094257939259, 0.1923407705903139, 0.22011951307562466, 0.23152517421666474]","[0.21172490965834226, 0.19265014253438695, 0.2010059405985493, 0.2042376730245149, 0.2159535301194892, 0.20360707588911278, 0.20490699630585194, 0.2033849235861933, 0.1788018867991143, 0.1762532260168755, 0.17593032223272573, 0.19946934941121755]"
3357,Masters,26,"['Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Specialist', 'Specialist']","[0.2292503091010833, 0.2090317580711108, 0.23103319833063282, 0.23001825875300008, 0.24000437157854015, 0.218103771877606, 0.23683330995442917, 0.23137875152240706, 0.21525153290481683, 0.21525153290481683]","[0.22069391314890147, 0.18898283198388696, 0.2021091805480436, 0.1957639882410157, 0.21154004101430746, 0.2021823853289642, 0.21224455920368432, 0.2200160946570027, 0.2620023413570367, 0.2620023413570367]","[0.20757454858052243, 0.18889009878031116, 0.19691575292166197, 0.1899458017927605, 0.19588498183122258, 0.18417633777467815, 0.19177357394789765, 0.20039698819967394, 0.2044323137809579, 0.2044323137809579]"
3358,Masters,0,"['Senior', 'Senior', 'Specialist', 'Worker', 'Senior', 'Specialist', 'Specialist']","[0.22452971303038977, 0.21746469314947617, 0.23001440200022735, 0.20205314414379244, 0.2058407660253783, 0.21156212448768646, 0.22058504504654883]","[0.21602047139200584, 0.20502033012898924, 0.2350032097706774, 0.1955638658851303, 0.18453502640587355, 0.21219422448168626, 0.23829238109935783]","[0.19553055102045222, 0.20009853513024928, 0.20042221392685688, 0.2024661556145944, 0.1874203243236366, 0.1833758586689851, 0.19719832741685941]"
3359,Bachelors,0,"['Senior', 'Senior', 'Worker', 'Senior', 'Worker', 'Worker', 'Specialist']","[0.2178002372436517, 0.21488988455877653, 0.16369276626553422, 0.20990492391966425, 0.16369276626553422, 0.16369276626553422, 0.2227041992081402]","[0.20100284887429049, 0.19588334255534975, 0.16365438794586062, 0.19482024019545094, 0.16365438794586062, 0.16365438794586062, 0.23125389655427764]","[0.17495173003466474, 0.18417616713914983, 0.1769424243892991, 0.18622095021767207, 0.1769424243892991, 0.1769424243892991, 0.20620406583952694]"
3360,Masters,5,"['Specialist', 'Senior', 'Senior', 'Junior', 'Senior', 'Senior', 'Senior', 'Specialist', 'Senior']","[0.20656500624647295, 0.2349178191444052, 0.23928101022335277, 0.22179648226124418, 0.2055560046143103, 0.0, 0.18791332118875065, 0.20843906589575859, 0.19433140324201006]","[0.23781848141187834, 0.22115034043519766, 0.21443793610481182, 0.22925644821690702, 0.20416375500121287, 0.0, 0.1768217543435533, 0.2158753123845229, 0.18191962083352728]","[0.18890515696909713, 0.1825937944882733, 0.17861178917723405, 0.19094025632965464, 0.1937392930519824, 0.0, 0.17836958848155413, 0.19609287413036827, 0.17493833602508005]"
3361,None/Other,0,"['Specialist', 'Senior', 'Senior', 'Specialist', 'Junior']","[0.19978742670053448, 0.2178002227750952, 0.2027081108834898, 0.21313794690362134, 0.21250634905383564]","[0.2501096664308701, 0.21139265010447836, 0.1918904840777247, 0.2368797228618771, 0.21634622096857628]","[0.21855759957869725, 0.2034531093042799, 0.1915643434022997, 0.1932372805118788, 0.18279071672996794]"
3362,Masters,12,"['Specialist', 'Specialist', 'Senior', 'Senior', 'Senior']","[0.23087655784380248, 0.20976409764802026, 0.21616746414642948, 0.20049246320350086, 0.21467392223535364]","[0.24758702624260054, 0.26662654980713996, 0.2037767290840406, 0.18797331698180939, 0.21066883155831734]","[0.1887106533932641, 0.214133632922105, 0.17590027137889014, 0.18037539397467386, 0.19663593584707206]"
3363,Bachelors,4,"['Senior', 'Specialist', 'Specialist', 'Specialist']","[0.2268156552525558, 0.21957004911331024, 0.22551099457475882, 0.23160205590110627]","[0.2248359263353013, 0.27525059410481506, 0.24190097902440139, 0.2325079000225161]","[0.2091853776221812, 0.19829152088765142, 0.19670890747177247, 0.1926202112146018]"
3364,Bachelors,0,"['Worker', 'Worker', 'Worker', 'Senior', 'Junior', 'Junior', 'Specialist']","[0.20023065688858602, 0.21217634603371227, 0.20638675737758513, 0.2312971806032255, 0.20622364651677166, 0.23618742358119177, 0.21809637526981043]","[0.20297530375158881, 0.20295874870303457, 0.20455176799700736, 0.20931304625561872, 0.21676222901877584, 0.23235059212611592, 0.23022903074398948]","[0.2224436997786942, 0.21697286190260798, 0.21250861028609144, 0.1958050054741819, 0.18779502355582284, 0.20141703512453624, 0.21139610469618558]"
3365,Associates,4,"['Senior', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior']","[0.22080404746242852, 0.22366055215114022, 0.19410234208596677, 0.19946782484598144, 0.2136523316702304, 0.22610177652218266, 0.2093766123686076, 0.2093766123686076, 0.19313356271892848]","[0.20920663481770274, 0.226920834734249, 0.1825231694595143, 0.21325347617281948, 0.2040883963760616, 0.19497042494126982, 0.2022117755510219, 0.2022117755510219, 0.19194464426271493]","[0.2080730498756613, 0.21357501975042806, 0.18584935563960653, 0.18253132133158137, 0.19728181276799453, 0.17879031452536928, 0.18918865753725994, 0.18918865753725994, 0.17727000353924502]"
3366,Doctorate,0,"['Junior', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Senior']","[0.20303309990292912, 0.20295591317556375, 0.20134744265640275, 0.21727001991462733, 0.21258939197099308, 0.22780493338729188]","[0.20065754626025925, 0.18490681396789657, 0.208597889837012, 0.23234139401715476, 0.23764245425542088, 0.211880041714042]","[0.18553126843157644, 0.1744757717004644, 0.2027950022521924, 0.20414226244933367, 0.18530386026926488, 0.19088187660790193]"
3367,Masters,2,"['Senior', 'Specialist', 'Senior', 'Junior', 'Specialist', 'Senior']","[0.20591163981163854, 0.2128502266793396, 0.2305916533010117, 0.2144889468851083, 0.21928262628155692, 0.22345294014725325]","[0.19026450924557192, 0.2676608696581734, 0.20505124495522387, 0.19410677330741286, 0.2473450908289021, 0.21908367203406962]","[0.1937131614027822, 0.21205432167731536, 0.18958537020891744, 0.17726293754589925, 0.1922072794826678, 0.2110932708106229]"
3368,Masters,0,"['Senior', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Junior', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist']","[0.21986928141828674, 0.20725181465976183, 0.2238568456540737, 0.23613649800090836, 0.22587416636977997, 0.2153555762401084, 0.2199726783801854, 0.2184130925090762, 0.2282872819449029, 0.19444625506000904, 0.21845572171882005, 0.21456537393228653, 0.22789169757349978, 0.21821576371665452, 0.2072699996310538]","[0.21740901883302946, 0.1849127595464492, 0.2351826869521596, 0.2527109603622627, 0.2359743968532053, 0.1980363467219339, 0.20453384945133601, 0.23458028388520202, 0.25884902563053713, 0.20184849517487502, 0.24401028637826652, 0.24633644669587007, 0.20487990833188138, 0.2276862760054011, 0.2611002913476178]","[0.17775235463843383, 0.17281571360675274, 0.1793257504943546, 0.19101162966307308, 0.1743854072080351, 0.18411038897583618, 0.1857338040867509, 0.1869306997766757, 0.21218748342149552, 0.18268265634574443, 0.20097639111874102, 0.20607263407111193, 0.2055052138481089, 0.19731614603834863, 0.19499780032197403]"
3369,Masters,10,['Specialist'],[0.21278644564086488],[0.24589424009810387],[0.19306792157854785]
3370,Associates,5,"['Senior', 'Worker', 'Specialist', 'Senior', 'Senior']","[0.22044883249885974, 0.19490037774889213, 0.23160205590110627, 0.2349178191444052, 0.20011654857528227]","[0.20217693665589984, 0.19652602260153618, 0.2325079000225161, 0.22115034043519766, 0.17797480296902993]","[0.19880640290995297, 0.205846887179515, 0.1926202112146018, 0.1825937944882733, 0.1830646640964707]"
3371,None/Other,20,"['Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","[0.21719019933879685, 0.21468812727075068, 0.2181620928484821, 0.21505917178474135, 0.22272085343410505]","[0.21158943938085176, 0.24245093987383384, 0.23144208525094925, 0.24258472928759853, 0.24471820695830152]","[0.20283704086561316, 0.19042831436810106, 0.21626831885507672, 0.1980439825160637, 0.20800903432689008]"
3372,Masters,5,"['Senior', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Junior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Junior', 'Specialist']","[0.20822540768612474, 0.21749773267923767, 0.2224091883880978, 0.21916435536002976, 0.2014011429663237, 0.20602881996307862, 0.21263864958083556, 0.23151281236608964, 0.22810252458238942, 0.2122830184618714, 0.2349178191444052, 0.22481547352591352, 0.22117072150688386, 0.19910890401853235, 0.20821124686367784]","[0.20376892232370078, 0.2328610232338585, 0.2206798785197622, 0.23723383259725603, 0.19447333810371997, 0.210282049279853, 0.20050363247412312, 0.22609152578461122, 0.21941492810179464, 0.19499243488648127, 0.22115034043519766, 0.2224829346687096, 0.21902231068353573, 0.2209389964276631, 0.2341632139955256]","[0.19537957883774104, 0.1948305064997408, 0.1955630665912698, 0.1986148887903866, 0.1816180363661034, 0.19247618936869795, 0.18155643534018281, 0.18935251702798786, 0.17955700925187104, 0.1807827689719026, 0.1825937944882733, 0.18633066753832778, 0.18559431502083187, 0.19024869911892095, 0.1901988246709672]"
3373,Masters,0,"['Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Junior']","[0.21156212448768646, 0.2072558984297282, 0.2072558984297282, 0.21954353696218276, 0.2182638832853889, 0.2187482698473172, 0.20703623402742996]","[0.21219422448168626, 0.26925340179617135, 0.26925340179617135, 0.24114436446465212, 0.22953707562760078, 0.20365002080638892, 0.21091688363110273]","[0.1833758586689851, 0.17895133836592347, 0.17895133836592347, 0.1893650666185693, 0.2017929970849733, 0.2137116130984913, 0.17538329685308052]"
3374,Associates,5,['Senior'],[0.2079204668446235],[0.20274342922862396],[0.19215718211584668]
3375,Bachelors,0,"['Worker', 'Senior', 'Senior', 'Senior', 'Specialist']","[0.18027146670409225, 0.20154954086659502, 0.21004074474803403, 0.23675315466341232, 0.2229255661676017]","[0.1740134167468299, 0.1906515460581044, 0.1876924145966211, 0.2216782207712599, 0.2455959198954161]","[0.18982493588446966, 0.18662390749670632, 0.18030370224445622, 0.19292461829534585, 0.18874282716751556]"
