,Education,NumSkills,WorkExperience,StartDates,EndDates
3792,Masters,0,"['Senior', 'Senior', 'Worker', 'Senior', 'Worker', 'Senior', 'Senior', 'Senior']","['01-1999', '05-2001', '04-2005', '10-2008', '03-2010', '12-2012', '07-2014', '05-2016']","['03-2001', '04-2004', '09-2008', '02-2010', '11-2012', '06-2014', '04-2016', '01-2019']"
3793,Associates,0,"['Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","['10-2008', '08-2010', '03-2012', '04-2013', '10-2015']","['04-2013', '04-2013', '04-2013', '10-2015', '06-2018']"
3794,Associates,9,"['Specialist', 'Senior', 'Senior', 'Senior', 'Senior', 'Worker', 'Junior', 'Specialist']","['12-2004', '06-2007', '02-2012', '11-2013', '10-2014', '10-2014', '02-2017', '11-2016']","['06-2007', '01-2012', '11-2013', '10-2014', '08-2016', '08-2016', '06-2018', '01-2019']"
3795,Masters,0,"['Senior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Specialist']","['02-2002', '08-2007', '02-2010', '10-2015', '03-2016', '12-2016']","['08-2007', '02-2010', '11-2011', '12-2016', '12-2016', '01-2019']"
3796,None/Other,0,"['Senior', 'Junior', 'Senior', 'Specialist', 'Specialist']","['01-1996', '01-2000', '01-2006', '01-2009', '01-2015']","['01-1999', '01-2004', '01-2009', '01-2012', '01-2019']"
3797,Masters,93,"['Senior', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior']","['03-1996', '06-1998', '08-2010', '01-2011', '10-2005', '09-2012', '11-2011', '08-2014', '01-2015', '01-2018']","['06-1998', '06-2000', '03-2011', '01-2012', '06-2012', '08-2014', '01-2016', '01-2016', '01-2019', '01-2019']"
3798,Masters,0,"['Specialist', 'Specialist', 'Worker', 'Specialist', 'Senior']","['01-2000', '01-2003', '01-2008', '08-2014', '05-2017']","['01-2003', '01-2007', '11-2011', '02-2017', '01-2019']"
3799,Associates,5,"['Specialist', 'Specialist', 'Senior', 'Senior']","['04-2006', '09-2012', '09-2014', '08-2017']","['08-2012', '08-2014', '09-2017', '01-2019']"
3800,Masters,0,"['Senior', 'Senior', 'Specialist', 'Senior', 'Senior', 'Senior', 'Senior', 'Junior', 'Specialist']","['09-2002', '01-2007', '01-2009', '05-2008', '07-2011', '03-2008', '07-2014', '02-2017', '02-2018']","['01-2007', '03-2008', '01-2010', '06-2011', '07-2014', '06-2016', '06-2016', '08-2017', '01-2019']"
3801,Masters,1,"['Senior', 'Senior', 'Junior', 'Junior']","['01-2000', '01-2001', '01-2006', '01-2014']","['01-2001', '01-2006', '01-2014', '01-2019']"
3802,Masters,0,"['Senior', 'Specialist']","['10-1995', '06-2007']","['06-2007', '01-2019']"
3803,Masters,0,"['Senior', 'Senior', 'Specialist', 'Senior', 'Senior', 'Senior', 'Senior']","['06-2008', '09-2012', '07-2013', '05-2016', '10-2016', '04-2017', '05-2016']","['09-2012', '07-2013', '05-2016', '09-2016', '04-2017', '06-2018', '01-2019']"
3804,None/Other,1,"['Specialist', 'Specialist', 'Senior', 'Senior', 'Senior']","['01-2006', '01-2010', '01-2013', '01-2016', '01-2017']","['01-2009', '01-2013', '01-2016', '01-2017', '01-2019']"
3805,Associates,4,"['Specialist', 'Specialist', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Senior']","['02-1999', '08-2008', '02-2007', '07-2010', '04-2016', '06-2015', '01-2017', '06-2014']","['02-2006', '03-2009', '07-2010', '07-2014', '05-2016', '06-2016', '03-2018', '01-2019']"
3806,Certificate,0,"['Senior', 'Specialist', 'Specialist', 'Specialist', 'Junior']","['04-1992', '07-2006', '02-2014', '04-2014', '09-2014']","['10-2006', '01-2012', '04-2014', '09-2014', '01-2019']"
3807,HighSchool,1,"['Senior', 'Specialist']","['01-1994', '12-2015']","['01-2015', '08-2018']"
3808,Masters,10,"['Junior', 'Specialist', 'Senior', 'Junior', 'Senior', 'Senior', 'Senior', 'Senior', 'Specialist', 'Senior']","['02-1998', '06-2000', '06-2001', '06-2004', '04-2006', '03-2009', '03-2012', '08-2013', '04-2015', '07-2017']","['06-2000', '06-2001', '06-2004', '04-2006', '03-2009', '03-2012', '08-2013', '04-2015', '09-2017', '01-2018']"
3809,Masters,5,"['Specialist', 'Specialist', 'Senior', 'Senior']","['04-1984', '03-2008', '01-2014', '07-2017']","['04-2008', '12-2013', '06-2017', '01-2019']"
3810,Bachelors,5,"['Worker', 'Senior', 'Senior', 'Worker', 'Senior', 'Senior', 'Senior']","['03-2008', '08-1993', '12-2014', '03-2014', '01-2017', '10-2017', '01-2018']","['03-2014', '01-2015', '03-2016', '12-2016', '09-2017', '12-2018', '01-2019']"
3811,Masters,18,"['Specialist', 'Specialist', 'Junior', 'Specialist', 'Senior']","['08-2014', '01-1994', '03-2015', '01-2017', '05-2018']","['01-2015', '04-2015', '10-2016', '05-2018', '01-2019']"
3812,Doctorate,5,"['Senior', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Senior']","['08-2000', '05-2003', '01-2004', '01-2011', '01-2011', '09-2009', '04-2016']","['05-2003', '01-2004', '09-2009', '05-2011', '01-2012', '09-2016', '01-2019']"
3813,Certificate,0,"['Senior', 'Specialist', 'Senior', 'Senior', 'Specialist']","['01-2009', '01-2012', '01-2014', '01-2014', '01-2017']","['01-2013', '01-2013', '01-2014', '01-2016', '01-2018']"
3814,Certificate,0,"['Specialist', 'Specialist', 'Junior', 'Worker', 'Specialist']","['01-2007', '04-2014', '08-2015', '06-2007', '01-2017']","['04-2014', '12-2014', '01-2017', '01-2019', '01-2019']"
3815,Masters,1,"['Senior', 'Senior', 'Worker', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Specialist']","['04-2003', '11-2004', '05-2005', '05-2007', '12-2012', '09-2014', '08-2016', '05-2012']","['11-2004', '05-2005', '05-2007', '12-2012', '09-2014', '02-2016', '02-2018', '01-2019']"
3816,None/Other,3,"['Junior', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Junior', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Worker', 'Specialist', 'Junior']","['01-1973', '01-1976', '01-1985', '06-1988', '03-1989', '04-1992', '09-1992', '01-1994', '12-1995', '02-2012', '10-2014', '06-2015', '09-2016', '01-2017']","['01-1976', '01-1985', '06-1987', '03-1989', '04-1992', '09-1992', '01-1994', '12-1995', '01-2012', '09-2014', '06-2015', '08-2016', '12-2016', '01-2019']"
3817,Bachelors,17,"['Senior', 'Worker', 'Senior', 'Specialist']","['05-2005', '08-2016', '11-2016', '09-2017']","['06-2015', '10-2016', '09-2017', '01-2019']"
3818,Masters,0,"['Specialist', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior']","['02-1998', '02-2008', '02-2009', '02-2011', '02-2014', '09-2017']","['02-2008', '02-2009', '02-2011', '02-2013', '08-2017', '01-2019']"
3819,Bachelors,3,"['Specialist', 'Specialist', 'Senior', 'Specialist']","['08-2010', '10-2011', '06-2012', '09-2016']","['05-2011', '05-2012', '09-2016', '09-2017']"
3820,Masters,5,"['Specialist', 'Specialist', 'Senior', 'Specialist', 'Junior', 'Senior', 'Senior', 'Senior', 'Senior']","['06-2004', '10-2007', '10-2007', '08-2009', '01-2010', '02-2015', '01-2016', '10-2014', '01-2017']","['07-2004', '01-2008', '05-2008', '01-2010', '08-2014', '01-2016', '06-2016', '01-2019', '01-2019']"
3821,Masters,0,"['Specialist', 'Specialist', 'Specialist', 'Junior', 'Senior', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Senior']","['03-1983', '03-1984', '07-1985', '12-1989', '06-2005', '08-2002', '01-2007', '12-2008', '07-2010', '04-2016', '03-2018']","['05-1983', '05-1984', '12-1989', '05-2001', '10-2006', '01-2007', '09-2008', '07-2010', '03-2016', '03-2018', '09-2018']"
3822,Bachelors,5,"['Junior', 'Senior', 'Specialist', 'Senior', 'Senior', 'Senior']","['09-2011', '06-2016', '09-2003', '05-2012', '01-2018', '05-2018']","['06-2012', '11-2016', '01-2019', '01-2019', '01-2019', '01-2019']"
3823,None/Other,5,"['Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior']","['01-1993', '03-2001', '05-2002', '04-2005', '08-2012', '03-2015', '03-2018']","['02-2001', '01-2002', '04-2005', '08-2012', '03-2013', '09-2017', '10-2018']"
3824,None/Other,16,"['Senior', 'Specialist']","['08-2007', '02-2017']","['02-2017', '09-2018']"
3825,None/Other,5,"['Specialist', 'Specialist', 'Senior']","['01-2003', '01-2008', '01-2010']","['01-2008', '01-2010', '01-2018']"
3826,Certificate,1,"['Senior', 'Specialist', 'Specialist', 'Junior']","['02-1998', '10-2001', '01-2003', '03-2009']","['09-2001', '04-2007', '01-2019', '01-2019']"
3827,Masters,5,"['Senior', 'Junior', 'Senior', 'Senior']","['01-2004', '01-2005', '01-2013', '01-2014']","['01-2005', '01-2013', '01-2014', '01-2019']"
3828,Masters,9,"['Senior', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Senior']","['01-1986', '01-2002', '01-2003', '01-2005', '01-2005', '01-2006', '01-2012', '01-2013', '01-2017']","['01-1991', '01-2003', '01-2004', '01-2006', '01-2010', '01-2012', '01-2013', '01-2017', '01-2019']"
3829,Bachelors,0,"['Specialist', 'Senior', 'Junior', 'Senior', 'Senior', 'Senior', 'Senior']","['01-1998', '05-1998', '05-2009', '08-2011', '03-2013', '08-2017', '05-2018']","['03-2007', '05-2009', '08-2011', '03-2013', '08-2017', '05-2018', '01-2019']"
3830,Masters,1,"['Specialist', 'Junior', 'Junior', 'Junior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior']","['05-1994', '01-2002', '09-2003', '09-2004', '11-2005', '12-2007', '02-2009', '02-2010', '01-2015']","['11-2001', '09-2003', '02-2004', '11-2005', '12-2006', '02-2009', '02-2010', '12-2015', '01-2019']"
3831,Masters,3,"['Senior', 'Specialist', 'Specialist', 'Specialist']","['11-2008', '12-2010', '04-2015', '06-2018']","['12-2010', '03-2015', '06-2018', '01-2019']"
3832,Bachelors,5,"['Junior', 'Junior', 'Specialist', 'Senior', 'Senior', 'Specialist', 'Junior']","['08-2008', '06-2010', '05-2012', '11-2013', '12-2014', '03-2016', '06-2018']","['05-2010', '01-2012', '11-2013', '12-2014', '06-2015', '01-2019', '01-2019']"
3833,Masters,4,"['Senior', 'Senior', 'Specialist', 'Senior', 'Junior', 'Senior', 'Junior', 'Specialist', 'Worker', 'Senior']","['03-2005', '08-2003', '08-2003', '05-2006', '01-2008', '11-2009', '09-2011', '11-2012', '07-2014', '09-2015']","['05-2006', '10-2007', '10-2007', '10-2007', '05-2008', '12-2010', '11-2012', '07-2014', '09-2015', '01-2019']"
3834,Associates,3,"['Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","['05-2008', '10-2010', '05-2014', '09-2016', '07-2017']","['10-2010', '05-2014', '09-2016', '04-2017', '01-2019']"
3835,Associates,5,"['Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Senior']","['06-2002', '02-2006', '01-2009', '04-2011', '07-2014', '07-2015', '11-2016', '03-2017']","['08-2006', '01-2009', '04-2011', '07-2014', '07-2015', '11-2016', '03-2017', '11-2017']"
3836,Bachelors,5,"['Specialist', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Senior', 'Senior']","['10-2000', '04-2003', '08-2004', '03-2008', '02-2010', '09-2014', '12-2015', '03-2018']","['04-2003', '07-2004', '03-2008', '02-2010', '09-2014', '12-2015', '03-2018', '01-2019']"
3837,Associates,0,"['Senior', 'Senior', 'Worker', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior']","['05-2012', '10-2012', '12-2012', '12-2012', '05-2013', '10-2014', '10-2015', '09-2016', '01-2015', '01-2016', '12-2016']","['10-2012', '11-2012', '02-2013', '02-2013', '12-2013', '11-2014', '11-2015', '11-2016', '01-2019', '01-2019', '01-2019']"
3838,Masters,20,"['Junior', 'Junior', 'Junior', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Junior', 'Specialist', 'Worker', 'Junior', 'Junior', 'Senior', 'Senior', 'Junior', 'Specialist', 'Specialist']","['06-1984', '01-1986', '10-1988', '10-1989', '01-1994', '10-1990', '01-1994', '03-1995', '10-2000', '10-2000', '12-2005', '07-2003', '06-2008', '06-2008', '06-2008', '07-2014', '05-2017']","['10-1985', '10-1988', '10-1990', '10-1990', '04-1994', '10-1994', '03-1995', '01-1996', '01-2002', '01-2003', '03-2007', '06-2008', '06-2014', '06-2014', '06-2014', '04-2017', '01-2019']"
3839,Masters,0,"['Junior', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Senior', 'Senior']","['03-1992', '03-1995', '10-1996', '10-1997', '12-2001', '03-2004', '08-2006']","['03-1994', '10-1996', '10-1997', '11-2001', '03-2004', '01-2019', '01-2019']"
3840,Masters,2,"['Senior', 'Senior', 'Worker', 'Specialist', 'Senior', 'Worker', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Senior']","['06-1997', '02-2002', '03-2005', '03-2006', '07-2008', '10-2007', '05-2013', '07-2014', '09-2014', '07-2015', '03-2018']","['04-2000', '05-2003', '03-2006', '10-2007', '06-2009', '07-2012', '12-2013', '09-2014', '07-2015', '11-2017', '01-2019']"
3841,None/Other,6,"['Senior', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Specialist']","['05-2006', '07-2008', '01-2016', '11-2011', '05-2016', '06-2017', '05-2018']","['05-2008', '10-2011', '05-2016', '01-2019', '01-2019', '01-2019', '01-2019']"
3842,Bachelors,0,"['Senior', 'Specialist', 'Worker']","['03-1987', '08-2007', '01-2012']","['08-2007', '01-2012', '01-2019']"
3843,Masters,0,"['Senior', 'Senior', 'Junior', 'Junior']","['01-2001', '01-2007', '01-2010', '01-2013']","['01-2007', '01-2010', '01-2013', '01-2014']"
3844,Bachelors,3,"['Senior', 'Senior']","['07-2001', '03-2018']","['06-2015', '01-2019']"
3845,Bachelors,0,"['Junior', 'Senior', 'Specialist', 'Specialist']","['01-2001', '01-2007', '01-2010', '01-2013']","['01-2007', '01-2010', '01-2013', '01-2014']"
3846,Masters,0,"['Senior', 'Senior', 'Junior', 'Worker', 'Worker', 'Senior', 'Senior']","['08-1990', '08-1990', '06-2000', '06-2000', '03-2003', '04-2009', '04-2009']","['02-1992', '05-2000', '03-2001', '02-2003', '03-2009', '12-2010', '04-2018']"
3847,Masters,0,"['Specialist', 'Specialist', 'Specialist', 'Specialist']","['02-2009', '07-2012', '05-2013', '02-2016']","['07-2012', '05-2013', '02-2016', '07-2018']"
3848,Masters,5,"['Senior', 'Worker', 'Worker', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","['09-1989', '04-2011', '09-2012', '05-2013', '05-2015', '01-2008', '09-2016']","['04-2010', '09-2012', '05-2013', '11-2014', '06-2016', '01-2019', '01-2019']"
3849,Certificate,1,"['Specialist', 'Specialist', 'Specialist', 'Senior']","['01-1998', '01-2014', '09-2017', '01-2017']","['01-2013', '01-2017', '09-2018', '01-2019']"
3850,None/Other,1,"['Specialist', 'Specialist', 'Senior', 'Senior', 'Specialist', 'Junior', 'Senior']","['09-1999', '07-2002', '10-2007', '10-2011', '06-2013', '03-2014', '02-2015']","['07-2002', '10-2007', '10-2011', '01-2013', '02-2014', '03-2015', '01-2016']"
3851,None/Other,0,"['Senior', 'Senior', 'Senior', 'Senior', 'Worker', 'Junior', 'Senior', 'Senior']","['01-2011', '02-2010', '02-2012', '06-2014', '11-2015', '07-2016', '02-2017', '02-2018']","['09-2011', '02-2012', '05-2014', '07-2016', '07-2016', '02-2017', '02-2018', '01-2019']"
3852,Masters,0,"['Worker', 'Worker', 'Senior', 'Senior', 'Senior', 'Senior', 'Specialist']","['02-2002', '12-2003', '09-2007', '08-2009', '02-2012', '08-2014', '10-2017']","['11-2004', '09-2007', '06-2009', '02-2012', '07-2014', '08-2017', '08-2018']"
3853,Bachelors,0,"['Specialist', 'Senior', 'Junior', 'Specialist', 'Specialist', 'Specialist']","['06-2011', '02-2012', '08-2014', '01-2016', '01-2017', '04-2018']","['08-2011', '01-2014', '03-2015', '12-2016', '12-2017', '09-2018']"
3854,Masters,8,"['Senior', 'Senior', 'Specialist', 'Senior', 'Senior', 'Senior', 'Worker']","['05-2006', '06-2008', '12-2011', '06-2013', '06-2014', '09-2015', '07-2017']","['06-2008', '02-2011', '05-2013', '06-2014', '09-2015', '07-2017', '01-2019']"
3855,Doctorate,0,"['Junior', 'Senior', 'Senior', 'Senior', 'Specialist', 'Senior']","['10-2005', '10-2007', '11-2010', '06-2012', '09-2014', '10-2014']","['09-2007', '11-2010', '09-2011', '10-2014', '01-2019', '01-2019']"
3856,Associates,0,"['Senior', 'Senior', 'Worker', 'Senior']","['09-1992', '12-2012', '03-2014', '10-2016']","['08-2012', '03-2014', '06-2016', '01-2019']"
3857,Certificate,8,"['Specialist', 'Specialist', 'Senior', 'Specialist']","['06-2009', '10-2013', '08-2014', '08-2010']","['08-2009', '08-2014', '08-2018', '01-2019']"
3858,Masters,5,"['Worker', 'Senior', 'Senior', 'Worker', 'Junior', 'Junior']","['01-1984', '09-1988', '09-1997', '02-2000', '06-2009', '09-2013']","['01-1988', '09-1997', '02-2000', '06-2009', '09-2013', '12-2016']"
3859,Bachelors,5,"['Junior', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior']","['01-1996', '01-1999', '07-2000', '09-2000', '01-2001', '03-2001']","['12-1996', '09-2000', '09-2000', '12-2000', '03-2001', '08-2018']"
3860,Bachelors,0,"['Senior', 'Senior', 'Senior', 'Senior', 'Junior', 'Specialist', 'Worker', 'Senior', 'Specialist', 'Senior', 'Senior', 'Senior']","['01-2014', '01-2015', '01-2016', '05-2016', '06-2012', '01-2017', '03-2017', '08-2016', '05-2017', '09-2017', '01-2018', '01-2018']","['01-2014', '01-2016', '01-2016', '05-2017', '08-2017', '01-2018', '03-2018', '05-2018', '05-2018', '01-2019', '01-2019', '01-2019']"
3861,Bachelors,1,"['Specialist', 'Specialist', 'Senior', 'Junior', 'Senior', 'Specialist', 'Specialist']","['05-2007', '07-2005', '06-2009', '06-2009', '09-2013', '06-2017', '04-2018']","['06-2009', '07-2013', '07-2013', '07-2013', '02-2017', '04-2018', '01-2019']"
3862,Masters,4,"['Senior', 'Worker', 'Senior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Senior', 'Worker', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Worker', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior']","['01-1972', '01-1973', '02-1974', '07-1974', '07-1974', '07-1976', '04-1978', '01-1986', '01-1982', '01-1986', '08-1986', '06-1987', '05-2008', '01-2009', '06-2009', '09-2007', '02-2011', '09-2015', '09-2009', '01-2018', '06-2018', '09-2017']","['01-1972', '01-1973', '07-1974', '07-1976', '07-1976', '04-1978', '09-1981', '01-1986', '01-1986', '08-1986', '06-1987', '07-2006', '06-2008', '04-2009', '07-2009', '06-2011', '06-2017', '08-2017', '12-2017', '02-2018', '07-2018', '01-2019']"
3863,None/Other,1,"['Senior', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Junior', 'Senior', 'Senior', 'Specialist', 'Junior', 'Specialist']","['07-1993', '01-1988', '04-2000', '12-2001', '10-2002', '04-2006', '03-2011', '09-2012', '01-2014', '08-2014', '06-2017']","['06-1994', '04-2000', '12-2001', '10-2002', '04-2006', '06-2009', '03-2012', '01-2014', '08-2014', '05-2017', '01-2019']"
3864,Masters,5,"['Junior', 'Specialist', 'Senior', 'Senior', 'Specialist', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Senior']","['04-1998', '09-2000', '05-2002', '07-2006', '06-2007', '11-2007', '06-2009', '09-2015', '12-2015', '06-2017', '09-2016', '08-2018']","['09-2000', '05-2002', '07-2006', '03-2007', '11-2007', '12-2008', '04-2015', '12-2015', '06-2016', '12-2017', '01-2019', '01-2019']"
3865,Masters,3,"['Senior', 'Worker', 'Specialist', 'Worker', 'Worker', 'Senior', 'Senior', 'Junior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior']","['11-1999', '03-2000', '05-2002', '02-2001', '08-2003', '02-2004', '08-2005', '03-2007', '05-2014', '12-2014', '01-2016', '04-2017', '06-2018']","['03-2000', '01-2002', '08-2003', '05-2004', '03-2005', '04-2006', '03-2007', '03-2013', '10-2014', '02-2016', '04-2017', '06-2018', '01-2019']"
3866,Bachelors,0,"['Specialist', 'Specialist', 'Senior', 'Senior', 'Senior', 'Senior', 'Specialist']","['12-1998', '11-2002', '04-2006', '04-2007', '04-2011', '09-2014', '11-2016']","['11-2002', '04-2006', '04-2007', '04-2011', '01-2019', '01-2019', '01-2019']"
3867,Bachelors,0,"['Senior', 'Specialist', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior']","['01-1993', '01-1999', '01-2002', '01-2006', '01-2007', '01-2008', '01-2011', '01-2014', '01-2017']","['01-1999', '01-2002', '01-2006', '01-2007', '01-2008', '01-2011', '01-2014', '01-2017', '01-2019']"
